Sku_ID,pro_code,pro_name,total_rating_count,average_rating,img_url,short_description,search_keyword,product_url,Product_Rank,Page_No,TimeStamp,Price,Price_per_unit
6.00E+12,6.00E+12,Wagh Bakri Premium Tea,49,4.6735,https://i5.walmartimages.ca/images/Thumbnails/763/626/6000201763626.jpg,907 gm,tea,https://www.walmart.ca/en/ip/6000197913228,1,1,12/8/2022 6:17,11.44,1.26
6MA1U1YYYKK8,PRD6MA1U1YYYKK8,CITIZEN TEA Poor Weather Tea,,,https://i5.walmartimages.com/asr/8d32225d-4a46-4b8c-bbdb-33b0d18b6eb4.f93b64c0e5c4f8b2c5a8561a4d4137be.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6MA1U1YYYKK8,2,1,12/8/2022 6:17,13.69,
10285694,6.00E+12,Lipton and mellow experience Green Tea,186,4.5269,https://i5.walmartimages.ca/images/Thumbnails/132/752/999999-68400132752.jpg,72 tea bags Green Tea,tea,https://www.walmart.ca/en/ip/6000136345559,3,1,12/8/2022 6:17,6.97,0.1
42CCYSYL4O3E,66UP4KYN6E9U,Yorkshire Gold Tea Bags Black Tea Taylors of Harrogate 500g 160 Tea bags Per Pack (MULTI-PACK),55,4.9636,https://i5.walmartimages.com/asr/0a321426-bb26-4d73-a5bc-87fe9658ed54.da72b2f9c38578d3b87ac2a4aa33bfc9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/66UP4KYN6E9U,4,1,12/8/2022 6:17,26.95,
6.00E+12,6.00E+12,Tazo Dream Herbal Tea,1,3,https://i5.walmartimages.ca/images/Thumbnails/880/964/6000203880964.jpg,20 Tea Bags,tea,https://www.walmart.ca/en/ip/6000203779517,5,1,12/8/2022 6:17,4.47,
6QAT0SKI98G8,PRD6QAT0SKI98G8,Tazo - White Tea Berryblossom - 20 Tea Bags,1,5,https://i5.walmartimages.com/asr/af96bf7a-c0e0-4d2c-8ecf-468474267fe3.c15f18eb323cbe6a953a91d3e13236c0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6QAT0SKI98G8,6,1,12/8/2022 6:17,10.54,
6.00E+12,6.00E+12,Traditional Medicinals Chamomile,3,5,https://i5.walmartimages.ca/images/Thumbnails/358/049/6000204358049.jpg,16 Wrapped Tea Bags,tea,https://www.walmart.ca/en/ip/6000203798449,7,1,12/8/2022 6:17,4.97,
6.00E+12,6.00E+12,AHMAD TEA LONDON CARDAMON,6,4.6667,https://i5.walmartimages.ca/images/Thumbnails/903/679/6000200903679.jpg,24 x 200g100 bags,tea,https://www.walmart.ca/en/ip/6000196835247,8,1,12/8/2022 6:17,6.47,3.24
6.00E+12,6.00E+12,"Celestial Seasonings Wellness Tea, Sleepytime ,",167,4.6347,https://i5.walmartimages.ca/images/Thumbnails/004/025/999999-70734004025.jpg,"40 Count Box, Herbal Tea",tea,https://www.walmart.ca/en/ip/6000188761680,9,1,12/8/2022 6:17,6.27,0.16
6.00E+12,6.00E+12,TRIPLE LEAF BRAND GREEN TEA WITH GINSENG,,,https://i5.walmartimages.ca/images/Thumbnails/881/713/6000202881713.jpg,40 grams,tea,https://www.walmart.ca/en/ip/6000197099737,10,1,12/8/2022 6:17,4.67,11.68
214KQ7ZA2BUZ,PRD214KQ7ZA2BUZ,Celestial Seasonings - Tea Well Laxative Senna Caffeine-Free Tea Organic Carob Licorice - 12 Tea Bags,1,5,https://i5.walmartimages.com/asr/5d940177-46c9-46a6-aeb7-3f6e2bebc03f.b53a7194114ada64eb27dbfc3f88ad2b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD214KQ7ZA2BUZ,11,1,12/8/2022 6:17,9.51,
7491SAX6KJ5U,PRD7491SAX6KJ5U,Uncle Lee's Tea Legends of China White Tea 100ct,11,4.2727,https://i5.walmartimages.com/asr/238a1ec6-ab97-4d3c-8ee0-64f1851f90df.3d1cdd8505e9654a33b2ee6f665100e6.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD7491SAX6KJ5U,12,1,12/8/2022 6:17,7.99,
0XZO4JFQ22FQ,PRD0XZO4JFQ22FQ,UNCLE LEE'S TEA Legends Of China Organic Green Tea,15,4.9333,https://i5.walmartimages.com/asr/815df366-1ddd-4ee5-b6f4-e154f557b211_1.ea69d6514cde3bc45f137da81de9ca59.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD0XZO4JFQ22FQ,13,1,12/8/2022 6:17,7.99,
7J05KUDTQBFP,PRD7J05KUDTQBFP,Prince of Peace - Organic Jasmine Green Tea - 100 Tea Bags,1,4,https://i5.walmartimages.com/asr/44963d29-4595-4008-8704-3dd912afb94a.f017fa704689f3d3f2ebf73c6c7c1d19.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD7J05KUDTQBFP,14,1,12/8/2022 6:17,11.98,
10285559,6.00E+12,Lipton Yellow Label Tea,110,4.2545,https://i5.walmartimages.ca/images/Thumbnails/112/709/999999-68400112709.jpg,Pack of 100,tea,https://www.walmart.ca/en/ip/6000136345637,15,1,12/8/2022 6:17,7.47,0.07
45BHWOMW2GM9,PRD45BHWOMW2GM9,Uncle Lee's Tea Premium Organic White Tea 40ct,,,https://i5.walmartimages.com/asr/7adf4a2c-e561-4661-ad3f-6a636f89df70.ee0d5067c41e1a89379cfc53d3cc36b8.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD45BHWOMW2GM9,15,2,12/8/2022 6:17,7.99,
764HEO4AGJ43,PRD764HEO4AGJ43,Uncle Lee's Tea Premium Organic Black Tea 40ct,27,4.1481,https://i5.walmartimages.com/asr/9073b246-ed34-4108-9131-57654b14a859.0ce89c635ef7c2999ada4b4ec444eceb.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD764HEO4AGJ43,16,2,12/8/2022 6:17,7.99,
5K1TK03J9ZQD,PRD5K1TK03J9ZQD,Traditional Medicinals - Organic Green Tea With Lemongrass - 16 Tea Bags,50,4.66,https://i5.walmartimages.com/asr/35d530fa-f42d-440a-81c0-a69cca64296e.b209faa5fa933fa2c4618e3c4307356d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5K1TK03J9ZQD,17,2,12/8/2022 6:17,10.94,
6.00E+12,6.00E+12,Uncle Lee's Tea - Legends of China White Tea Organic - 100 Tea Bags,16,4.9375,https://i5.walmartimages.com/asr/f623c7d7-3bc4-479b-a442-3ed0435773b9.034647599987f22c2a1b3af49a9e2994.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/6000192113495,18,2,12/8/2022 6:17,9.99,
4IVIPKSHZRKW,PRD4IVIPKSHZRKW,NOW Foods - NOW Real Tea Better Off Red Rooibos Tea Caffeine-Free Vanilla-Citrus Blush - 24 Tea Bags,1,5,https://i5.walmartimages.com/asr/350aee91-224e-4918-9a15-4c5773433a2e.4fef110e2d8343bdc2895c613d28b858.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4IVIPKSHZRKW,19,2,12/8/2022 6:17,10.31,
6UIOF2LIT86B,PRD6UIOF2LIT86B,Tazo - Black Tea Earl Grey - 20 Tea Bags,60,4.6667,https://i5.walmartimages.com/asr/1bacd1e5-219c-458a-83dc-96e24980e7d6.6f87b2e430d321aedea5539275ec8f68.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6UIOF2LIT86B,20,2,12/8/2022 6:17,10.54,
6M54UZA89DWJ,PRD6M54UZA89DWJ,Bigelow VND15BG110 Tea,31,4.6452,https://i5.walmartimages.com/asr/bb0126d3-5392-4150-831d-08bbd15a1b61.10848234b783bfaed7f3d84839bffd83.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6M54UZA89DWJ,21,2,12/8/2022 6:17,34.11,
4PPZBH3TJP7R,PRD4PPZBH3TJP7R,Prince of Peace - Premium Pu-Erh Black Tea - 100 Tea Bags,12,4,https://i5.walmartimages.com/asr/fed0cf4f-ce71-43ac-8e6a-ebae365653a8.b1f8b770a233010b23d4ea0e8f0ec937.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4PPZBH3TJP7R,22,2,12/8/2022 6:17,9.78,
3J8FY9R8TN6R,PRD3J8FY9R8TN6R,Prince of Peace - Premium Oolong Tea - 100 Tea Bags,6,4.1667,https://i5.walmartimages.com/asr/5fc74568-e02f-4ad7-8ad6-184fd2502b3c.aa849eec3e8711171d091f2f198bf372.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3J8FY9R8TN6R,23,2,12/8/2022 6:17,9.78,
6BFEV2PHASTI,PRD6BFEV2PHASTI,Bigelow Pumpkin Spice Tea Bags - 18/Box,5,3.8,https://i5.walmartimages.com/asr/55304b67-e62b-4239-b785-cc5b69c639aa.98f3029de831bb8ef9fe48b3c8a61022.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6BFEV2PHASTI,24,2,12/8/2022 6:17,10.99,
4HF5IMYLIG4M,PRD4HF5IMYLIG4M,Uncle Lee's Tea Premium Organic Oolong Tea 40ct,,,https://i5.walmartimages.com/asr/da1a02be-a1e7-4524-9fb3-8b17a2e108df.25bad5cb558df4b5dacaf3d3e4e85ae2.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4HF5IMYLIG4M,25,2,12/8/2022 6:17,7.99,
1BXSE7AASMXY,PRD1BXSE7AASMXY,Tetley Tea Orange Pekoe Tea Recyclable 96 Count,,,https://i5.walmartimages.com/asr/53b6207d-3632-406d-bc97-3be9d60805f5.29ec3aab6defe6c57986432c3eefb95f.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1BXSE7AASMXY,26,2,12/8/2022 6:17,90.49,
6LF8G4ZYZXAE,PRD6LF8G4ZYZXAE,Vahdam India - Black Tea English Breakfast - 15 Tea Bags,,,https://i5.walmartimages.com/asr/5dcb6111-5f92-425c-a646-71bf011247f0.551cdefba75de0c2bcf2bbf8e76afe5f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6LF8G4ZYZXAE,27,2,12/8/2022 6:17,10.12,
1Y6C1ODR7RJA,PRD1Y6C1ODR7RJA,Bigelow Tea 8 Compartment Mahogany Wooden Tea Chest with Assorted Tea Bags,,,https://i5.walmartimages.com/asr/f5d954fe-b967-4c19-81d0-46608d8c97db.401fccc97c32e744896963be24a797f2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1Y6C1ODR7RJA,28,2,12/8/2022 6:17,173.12,
33K8087A7QCP,PRD33K8087A7QCP,"Tea Sparrow Caffeinated Tea Box, 4 teas ",,,https://i5.walmartimages.com/asr/adf9a801-e3f9-405f-82a0-31edbffeed1c.9c4c8167e02fef32de694de790b18834.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD33K8087A7QCP,29,2,12/8/2022 6:17,22,
1B3E34BO4NV0,PRD1B3E34BO4NV0,"Tea Sparrow Tea Bag Mixed Tea Box, 3 tea bag teas (6 tea bags/tea)",,,https://i5.walmartimages.com/asr/e315f3f1-785e-416d-bb60-ebf3bee8aabc.807c072c6782bdf852548114337276e9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1B3E34BO4NV0,30,2,12/8/2022 6:17,22,
18A8ACCDZP2X,PRD18A8ACCDZP2X,"Tea Sparrow Herbal Mixed Tea Box, 4 teas ",,,https://i5.walmartimages.com/asr/8a4ea733-d57c-4797-9d7d-f1953578fd4e.f8dd976a7ff2e5e6988de7b8b6174846.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD18A8ACCDZP2X,31,2,12/8/2022 6:17,22,
5JAJBXTVK1GH,PRD5JAJBXTVK1GH,"Tea Sparrow Original Tea Box, 4 teas ",,,https://i5.walmartimages.com/asr/0a3ad4d0-7e1e-4f9c-bad2-ce28bc697e00.b54c7af5e69e3e4163474171ffaa8842.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5JAJBXTVK1GH,32,2,12/8/2022 6:17,22,
3SLQJ5XW9Z1Z,PRD3SLQJ5XW9Z1Z,Traditional Medicinals Green Tea Matcha,,,https://i5.walmartimages.ca/images/Thumbnails/195/981/6000205195981.jpg,16 Wrapped Tea Bags,tea,https://www.walmart.ca/en/ip/PRD3SLQJ5XW9Z1Z,33,2,12/8/2022 6:17,4.97,
1HE6W4R48USQ,PRD1HE6W4R48USQ,Uncle Lee's Tea Legends of China Green Tea 100ct,2,4.5,https://i5.walmartimages.com/asr/e5970328-1a80-4030-8831-de371d64139a.d6468a9bf66c5658806f16bfbb1d4826.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1HE6W4R48USQ,34,2,12/8/2022 6:17,7.99,
0UNOG5ABBPE2,PRD0UNOG5ABBPE2,Tazo - Green Tea Organic Peachy - 20 Tea Bags,1,5,https://i5.walmartimages.com/asr/b4ce3e56-9e96-4741-9a23-87e51469c2cf.d12c9c3f1100baae3ec09044a27103a3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD0UNOG5ABBPE2,35,2,12/8/2022 6:17,10.98,
3C2WHA1WGUVB,PRD3C2WHA1WGUVB,Tazo - Green Tea Green Ginger - 20 Tea Bags,55,4.4,https://i5.walmartimages.com/asr/420da02b-c7d7-472c-934d-1cb91617c523.f8af67bce08c3ec84fae19d1a3c67728.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3C2WHA1WGUVB,36,2,12/8/2022 6:17,10.54,
469Q4N8G7FU1,PRD469Q4N8G7FU1,Uncle Lee's Imperial Organic Pomegranate Green Tea with Mixed Berries - 18 Tea Bags,1,5,https://i5.walmartimages.com/asr/db9dcea7-c02b-4874-bad3-c331ecd86791_1.42ce01cecd11dcb2fb81486b2a66e012.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD469Q4N8G7FU1,37,2,12/8/2022 6:17,7.99,
5YXJQ23PY0X1,PRD5YXJQ23PY0X1,Triple Leaf Tea - Ginger Tea Caffeine Free - 20 Tea Bags,3,5,https://i5.walmartimages.com/asr/23b88922-60f9-42a7-8ca9-375981296142.4de94ea2b3556f906eacd108310d0ded.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5YXJQ23PY0X1,38,2,12/8/2022 6:17,17.67,
56CUMS34QXDY,PRD56CUMS34QXDY,Prince of Peace - 100% Organic White Tea - 100 Tea Bags,13,4.6154,https://i5.walmartimages.com/asr/746d2648-7dd5-4c0d-a388-5c60ef48145d.1dfc3e057953e497ddbec748955cd5f6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD56CUMS34QXDY,39,2,12/8/2022 6:17,13.41,
78ZG017TQYRQ,PRD78ZG017TQYRQ,"Peace Tea Greenest of All Teas 695mL Cans, 12 Pack",,,https://i5.walmartimages.com/asr/23706d93-95fe-4be4-9a54-c8b50446f309.c86848d52dcde416fe39de39039a403c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD78ZG017TQYRQ,40,2,12/8/2022 6:17,16.99,
2OLPZ16HBPWJ,PRD2OLPZ16HBPWJ,Prince of Peace - Organic Green Tea - 100 Tea Bags,6,4.8333,https://i5.walmartimages.com/asr/1eeaeb57-6e74-476b-9ffb-ac8c5c7aadca.9c27f9d7c6f58e1cf577bb1f0af0683a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2OLPZ16HBPWJ,41,2,12/8/2022 6:17,11.98,
6N712EC5S481,5LQHTNCPW90I,Mighty Leaf - Green Tea Organic Spring Jasmine - 15 Tea Bags,48,4.5,https://i5.walmartimages.com/asr/ab2a7d25-d086-4275-ac40-b3b63ab28f45_1.db2db7807d8f3ca56cb86071d1af41b1.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/5LQHTNCPW90I,42,2,12/8/2022 6:17,17.83,
2KWJ94E9DB5L,PRD2KWJ94E9DB5L,Uncle Lee's Tea Premium Organic Jasmine Green Tea 40ct,,,https://i5.walmartimages.com/asr/fbfa827e-f706-4570-b172-e794f7fb274f.73dc1bcc362e55c1931913ff902ffad5.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2KWJ94E9DB5L,43,2,12/8/2022 6:17,7.99,
6VK1AG5DCJGM,PRD6VK1AG5DCJGM,Uncle Lees Tea Imperial Organic Lemon Ginger Green Tea 18 Tea Bags,,,https://i5.walmartimages.com/asr/7b17f0ec-5b99-434e-8f48-c997d7e4d15d_1.98ccca2ad6944f2a690d6e114af9c5c2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6VK1AG5DCJGM,44,2,12/8/2022 6:17,7.99,
4OMCHCMXRQDS,PRD4OMCHCMXRQDS,Uncle Lee's Tea Premium Organic Matcha Green Tea 40ct,,,https://i5.walmartimages.com/asr/3431d461-c3ec-45b3-b1ab-8fcc6cdb3337.a6a71da4f4df2241ca2ffc3e7383cdc4.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4OMCHCMXRQDS,45,2,12/8/2022 6:17,7.99,
6G7G9H4O2SKG,PRD6G7G9H4O2SKG,Tetley Tea Green Tea Recyclable 24 Count,,,https://i5.walmartimages.com/asr/ffa26607-7e2c-48ca-a360-579f0853d073.b7b81ea212cfb2eeda5196bdcb268d96.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6G7G9H4O2SKG,46,2,12/8/2022 6:17,30.49,
36LE1H7KBRCN,PRD36LE1H7KBRCN,Tetley Tea Green Tea Recyclable 12 Count,,,https://i5.walmartimages.com/asr/ffa26607-7e2c-48ca-a360-579f0853d073.b7b81ea212cfb2eeda5196bdcb268d96.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD36LE1H7KBRCN,47,2,12/8/2022 6:17,18.49,
62LOQIUI68XU,PRD62LOQIUI68XU,Triple Leaf Tea - Decaf Green Tea - 20 Tea Bags,,,https://i5.walmartimages.com/asr/29fb0e09-f7ee-412f-9c2d-1109f0cb8c59.04a5ed7fa1b1d907a1efc507d841699a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD62LOQIUI68XU,48,2,12/8/2022 6:17,9.85,
6.00E+12,6.00E+12,Traditional Medicinals Roasted Dandelion Root,7,4.5714,https://i5.walmartimages.ca/images/Thumbnails/362/631/6000204362631.jpg,16 Wrapped Tea Bags,tea,https://www.walmart.ca/en/ip/6000203797944,49,2,12/8/2022 6:17,4.97,
3BYDLOZJANKY,PRD3BYDLOZJANKY,Uncle Lee's Tea - Legends of China Green Tea Organic - 100 Tea Bags,264,4.4508,https://i5.walmartimages.com/asr/7f5ba87c-defc-4054-b0e8-4816dff0562b.48132ac993e2716565496b23c9c71de1.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3BYDLOZJANKY,50,2,12/8/2022 6:17,11.61,
10254227,6.00E+12,Chai Spice Black Tea,56,4.6071,https://i5.walmartimages.ca/images/Thumbnails/396/281/6000199396281.jpg,Pack of 20,tea,https://www.walmart.ca/en/ip/6000112777641,51,2,12/8/2022 6:17,4.97,0.25
6.00E+12,6.00E+12,DAVIDsTEA Sachets Vanilla Cappuccino,1,4,https://i5.walmartimages.ca/images/Thumbnails/745/660/6000204745660.jpg,"Sweet, creamy & energizing tea",tea,https://www.walmart.ca/en/ip/6000203874862,52,2,12/8/2022 6:17,8.97,19.93
10317819,6.00E+12,Stash Spice Dragon Red Chai Herbal Tea 18 count,33,4.8485,https://i5.walmartimages.ca/images/Thumbnails/396/322/6000199396322.jpg,Pack of 18,tea,https://www.walmart.ca/en/ip/6000162309239,53,2,12/8/2022 6:17,4.97,0.28
6.00E+12,6.00E+12,Traditional Medicinals Everyday Detox Lemon,1,4,https://i5.walmartimages.ca/images/Thumbnails/362/450/6000204362450.jpg,16 Wrapped Tea Bags,tea,https://www.walmart.ca/en/ip/6000203798585,54,2,12/8/2022 6:17,4.97,
6.00E+12,6.00E+12,Traditional Medicinals Smooth Move,5,5,https://i5.walmartimages.ca/images/Thumbnails/362/471/6000204362471.jpg,16 Wrapped Tea Bags,tea,https://www.walmart.ca/en/ip/6000203798149,55,2,12/8/2022 6:17,4.97,
6.00E+12,6.00E+12,Traditional Medicinals Turmeric with Meadowsweet & Ginger,1,5,https://i5.walmartimages.ca/images/Thumbnails/358/472/6000204358472.jpg,16 Wrapped Tea Bags,tea,https://www.walmart.ca/en/ip/6000203798233,56,2,12/8/2022 6:17,4.97,
4UHRU1Y73XCW,PRD4UHRU1Y73XCW,Good Earth Teas - Sweet & Spicy Herbal and Black Tea - 18 Tea Bags,208,4.7837,https://i5.walmartimages.com/asr/44eae358-0af8-4a67-80e9-dbcdc0dfd78b.defab225076c6b96d3d465e8651d6b34.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4UHRU1Y73XCW,57,2,12/8/2022 6:17,9.06,
6.00E+12,6.00E+12,Cool Runnings Honey Ginger Instant Herbal Tea,2,3,https://i5.walmartimages.ca/images/Thumbnails/261/572/6000201261572.jpg,360g  20 Sachets,tea,https://www.walmart.ca/en/ip/6000200409099,58,2,12/8/2022 6:17,3.97,1.1
6.00E+12,6.00E+12,"Peace Tea Sno-Berry Can, 695 mL,  singles",52,4.1346,https://i5.walmartimages.ca/images/Thumbnails/290/523/6000202290523.jpg,695 mL,tea,https://www.walmart.ca/en/ip/6000199346483,59,2,12/8/2022 6:17,1.18,0.17
1BXSE7AASMXY,PRD1BXSE7AASMXY,Tetley Tea Orange Pekoe Tea Recyclable 96 Count,,,https://i5.walmartimages.com/asr/53b6207d-3632-406d-bc97-3be9d60805f5.29ec3aab6defe6c57986432c3eefb95f.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1BXSE7AASMXY,1,2,12/8/2022 6:17,90.49,
47MDGP963MUD,PRD47MDGP963MUD,Vahdam India - Black Tea Earl Grey Citrus - 15 Tea Bags,,,https://i5.walmartimages.com/asr/75ed6f42-7088-4046-8925-df42a5932819.1f28e672954118248f1038faf180e88f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD47MDGP963MUD,2,2,12/8/2022 6:17,10.12,
19JP0DOLHOC0,PRD19JP0DOLHOC0,Bigelow Green Tea with Lemon Tea Bags - 28/Box,,,https://i5.walmartimages.com/asr/46427ace-2b01-4fa6-8246-84cdb178586e.741489babd752ad1b5738d7f0be297dd.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD19JP0DOLHOC0,3,2,12/8/2022 6:17,15.96,
2BLVMWX25IKC,PRD2BLVMWX25IKC,Bigelow Green Tea with Mango Tea Bags - 20/Box,,,https://i5.walmartimages.com/asr/bba32ac3-0991-418a-a2f5-2c7cf9b6e145.f8aa6860356dce2bb4f4eca3b08551da.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2BLVMWX25IKC,4,2,12/8/2022 6:17,14.76,
60PTCM01TW1Z,2RALCLFHZZBB,Laci Le Beau - Super Dieter's Tea Caffeine Free Cinnamon Spice - 60 Tea Bags,24,4.625,https://i5.walmartimages.com/asr/eb2bcb07-0ab0-4f67-baab-d31ae603f400_1.adf52926ca27daa24d78c90d820c1075.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/2RALCLFHZZBB,5,2,12/8/2022 6:17,18.62,
2P5AMSNUEJXC,PRD2P5AMSNUEJXC,Uncle Lee's Imperial Organic Peppermint White Tea - 18 Tea Bags,1,5,https://i5.walmartimages.com/asr/23adbb7c-ada0-4376-822e-ac6fe09d30bb_1.5008283c3caecb753388f7b561c7c688.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2P5AMSNUEJXC,6,2,12/8/2022 6:17,7.99,
2LI60D2FRST4,PRD2LI60D2FRST4,Imperial Organic 100% Organic Vanilla Rooibos Chai Tea 18 Tea Bag(S),1,5,https://i5.walmartimages.com/asr/a0e255fd-0e26-437d-b37a-0bdec27c5257_1.3a61505cd82922c7291927cc8a6cd20f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2LI60D2FRST4,7,2,12/8/2022 6:17,7.99,
34FI24V1GGDI,PRD34FI24V1GGDI,Uncle Lee's Tea Legends of China Jasmine Tea 100ct,,,https://i5.walmartimages.com/asr/50e937ca-4f49-4194-92f6-43888e4e275a.d17d04fe55d5e63deef0176d69f43247.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD34FI24V1GGDI,8,2,12/8/2022 6:17,7.99,
0W1O9E59BC2H,PRD0W1O9E59BC2H,Tetley Tea Orange Pekoe Tea Recyclable 24 Count,1,1,https://i5.walmartimages.com/asr/53b6207d-3632-406d-bc97-3be9d60805f5.29ec3aab6defe6c57986432c3eefb95f.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD0W1O9E59BC2H,9,2,12/8/2022 6:17,32.49,
21PO23JBSDX5,68581I0LRAP3,Laci Le Beau - Super Dieter's Tea All Natural Botanicals Caffeine Free - 60 Tea Bags,11,5,https://i5.walmartimages.com/asr/22505f61-8121-4e35-a5fe-6cd35fc272fb_1.eb443f59522f33322ed84761fbdacc68.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/68581I0LRAP3,10,2,12/8/2022 6:17,18.62,
1GJHKL9EY6PX,PRD1GJHKL9EY6PX,Numi Organic - Herbal Tea Rooibos Chai - 18 Tea Bags,21,4.6667,https://i5.walmartimages.com/asr/be084db1-a888-4de3-b357-a3fa06d773cd_1.46a316e926f3bbbdb3d403e191bfd6af.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1GJHKL9EY6PX,11,2,12/8/2022 6:17,10.09,
