Sku_ID,pro_code,pro_name,total_rating_count,average_rating,img_url,short_description,search_keyword,product_url,Product_Rank,Page_No,TimeStamp,Price,Price_per_unit
3PV3RS74V578,PRD3PV3RS74V578,Valatala Glass Teapot with Removable Stainless Steel Filter Tea Maker Blooming and Loose Leaf Tea Pots,,,https://i5.walmartimages.com/asr/f64bdd5b-58e0-4902-9602-4e335b8a8e1f.a7644964dd4791dacfc865a8b0dc3db5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3PV3RS74V578,28,13,12/8/2022 6:19,49.2,
2WSQSWGKZR47,PRD2WSQSWGKZR47,"Korkmaz Steama Turkish Tea Pot Set, Premium Stainless Steel Premium Tea Pot for Stove Top",,,https://i5.walmartimages.com/asr/94967b96-b150-44f3-8d3f-dc7c545b396d.73914679f02125476178f5395157cc77.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2WSQSWGKZR47,29,13,12/8/2022 6:19,91.9,
2VQ5ETNO4XZ8,PRD2VQ5ETNO4XZ8,"Teapot with Infuser for Loose Tea,Clear Glass Tea Kettle Pot with Lid,for Tea Coffee Lemonade and Ice Teapot",,,https://i5.walmartimages.com/asr/cdb9bd7f-bf2e-44da-ab65-ed84e1ccf005.1416fb6d4584d5081e36af67121dec28.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2VQ5ETNO4XZ8,30,13,12/8/2022 6:19,143.98,
53U6P98U6PEP,PRD53U6P98U6PEP,"loose leaf teapot,glass loose leaf teapot with infuser hand blowed,Borosilicate Glass Tea Pot with Tea Strainers,Heat Resistant Glass Clear Flower Teapot with Lid,Flower Green Tea Pot Kettle",,,https://i5.walmartimages.com/asr/a27be5c5-2e8b-489f-b284-c2cd7a0bac0c.871d686389170eb5261fdeade076cb47.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD53U6P98U6PEP,31,13,12/8/2022 6:19,29.03,
3C6EJGY4ULG0,PRD3C6EJGY4ULG0,Iced Tea Pitcher Crystal Glass Pitcher with Handle and Spout Teapot and Cup Sets Tea Pot Wine Pot Juice Jug Water Pitcher Tea Kettle Cold Water Jug,,,https://i5.walmartimages.com/asr/a7aafbb5-1a77-45d3-8b4e-e8fb2b580e55.9989dc49b2b1d93dae9f744a46b651e9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3C6EJGY4ULG0,32,13,12/8/2022 6:19,373.3,
5IU4NQNVPFXD,PRD5IU4NQNVPFXD,1L/1.5L/2L Polished Stainless Steel Teapot Tea Pot Coffee With Teapot with Lid Tea Leaf Filter Infuser,,,https://i5.walmartimages.com/asr/ab90096c-5639-4454-8bdf-f0ca40489a66_1.b6d18cb8f2f71cc70a7adb9361ffeae0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5IU4NQNVPFXD,33,13,12/8/2022 6:19,19.43,
6CDHWLG66TGI,PRD6CDHWLG66TGI,1L/1.5L/2L Polished Stainless Steel Teapot Tea Pot Coffee With Teapot with Lid Tea Leaf Filter Infuser,,,https://i5.walmartimages.com/asr/41aef2d9-535c-486e-8729-2391a2d121c5_1.197ebc793f55ac7d3ea8af6c8ee16341.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6CDHWLG66TGI,34,13,12/8/2022 6:19,9.82,
44W11AO28W7S,PRD44W11AO28W7S,"Korkmaz Retro Turkish Tea Pot Set, Rose Stainless Steel Premium Tea Pot for Stove Top",0,,https://i5.walmartimages.com/asr/24c9490a-2249-4f42-a3f1-0ff2e0301a13.580743afe31da78b45278da3169f2c4d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD44W11AO28W7S,35,13,12/8/2022 6:19,109.9,
24UO1O0T72ZH,PRD24UO1O0T72ZH,a2zchef Vital Tea - Tea Bags - Zip Pouch - Round Case [6x300 ct],,,https://i5.walmartimages.com/asr/53b865e7-83a3-4e7c-92f0-4be7e413df10.351741537081af77c01ae8706a8e793b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD24UO1O0T72ZH,36,13,12/8/2022 6:19,124.4,
1RT60CR1839G,PRD1RT60CR1839G,Electric kettles blooming tea loose leaf tea pot with glass strainer safe lid dishwasher stovetop,,,https://i5.walmartimages.com/asr/301bf4d4-764d-43a9-85d0-ffa43bf71c33.9984dda849150e6d4d629e39f26d5abc.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1RT60CR1839G,37,13,12/8/2022 6:19,55.99,
6WFUNGJKSJ3B,PRD6WFUNGJKSJ3B,1L/1.5L/2L Polished Stainless Steel Teapot Tea Pot Coffee With Teapot with Lid Tea Leaf Filter Infuser,,,https://i5.walmartimages.com/asr/9d023197-340b-42b4-8a4f-f74b34e51926.5372744cc34eb66c60414c9653f629cc.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6WFUNGJKSJ3B,38,13,12/8/2022 6:19,50.81,
54LDVEIWE0CH,PRD54LDVEIWE0CH,300ML Antique Iron Tea Pot With Stainless Steel Infuser Cast Iron Teapots Tea Kettle( 300ml),,,https://i5.walmartimages.com/asr/10671e7e-8de9-4fe1-b436-d8d28186990b.4c896d70b3c19f6b2da6b12d5aad292e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD54LDVEIWE0CH,39,13,12/8/2022 6:19,76.99,
1H5G7TCMXVED,3WV6S8LX875V,1L/1.5L/2L Polished Stainless Steel Teapot Tea Teapot With Filter; Pot Coffee With Tea Leaf Filter Infuser,,,https://i5.walmartimages.com/asr/b9d8fd7f-9e36-4e50-b655-f37b5f4d7e8f.94e0fb43b8f71ad2ba143b9e442b75ad.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/3WV6S8LX875V,40,13,12/8/2022 6:19,28.87,
6SJRPYU99B3O,PRD6SJRPYU99B3O,"yayagoli Clear Lazy Kungfu Glass Tea Set, Teapot Tea Set Coffee Set for Housewarming Gifts",,,https://i5.walmartimages.com/asr/9c399137-8201-428c-a279-124082d90e16.095d3fddf9100cf4c8d989adeec68b7b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6SJRPYU99B3O,41,13,12/8/2022 6:19,87.24,
5QIT62VF7MJR,PRD5QIT62VF7MJR,Borosilicate Glass Teapot Water Bottle Heat Resistant Large Clear Tea Pot Flower Tea Kettle,,,https://i5.walmartimages.com/asr/05b988de-86d8-415a-8525-0a892b70cf26.41384fa953981512a2012bcdcf65bb9e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5QIT62VF7MJR,42,13,12/8/2022 6:19,34.75,
2VLUSLAINN82,PRD2VLUSLAINN82,Loyd Warming Tea Sweet Plum & Fig with Ginger & Cinnamon 40g (Pack of 3),,,https://i5.walmartimages.com/asr/ad964615-73a3-4173-895d-32a38fe708dd.8c48713638d59e3726344eb981b2be2d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2VLUSLAINN82,43,13,12/8/2022 6:19,5,
6BS7Y5CM4KKL,PRD6BS7Y5CM4KKL,Hirota Glass Tea Glass ??,,,https://i5.walmartimages.com/asr/b6306c18-e475-4571-9432-6027344f0c94.40b5f350c776643a6cd1cdff21e99ed8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6BS7Y5CM4KKL,44,13,12/8/2022 6:19,32.99,
6HO1WUBL8D7N,PRD6HO1WUBL8D7N,Oolong Tea Bags - 600/Case,,,https://i5.walmartimages.com/asr/bc5db683-2d11-4d81-b130-e89f0d77deee.ef9a5b3f5502eb738c45def791519b6f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6HO1WUBL8D7N,45,13,12/8/2022 6:19,29.13,
21GC8PGK8CON,PRD21GC8PGK8CON,Glass Teapot Teapot Tea Brewing-A-siyogweesiyogwee,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD21GC8PGK8CON,46,13,12/8/2022 6:19,59.22,
6XP6CM8G9085,PRD6XP6CM8G9085,Glass Teapot Teapot Tea Brewing-C-limenda,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6XP6CM8G9085,47,13,12/8/2022 6:19,80.63,
34IXD6EG4PAT,PRD34IXD6EG4PAT,Glass Teapot Teapot Tea Brewing-C-Sepeda,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD34IXD6EG4PAT,48,13,12/8/2022 6:19,77.87,
13CA9BV1VZ9F,PRD13CA9BV1VZ9F,Glass Teapot Teapot Tea Brewing-C-leferydd,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD13CA9BV1VZ9F,49,13,12/8/2022 6:19,76.11,
3RT68OGEPTZ8,PRD3RT68OGEPTZ8,"1000ml Glass Teapot with Removable Infuser, Stovetop Safe Tea Kettle, Blooming and Loose Leaf Tea Maker Set",,,https://i5.walmartimages.com/asr/7c8dea28-077f-4d1c-9c4e-67028bbe6a74.4988346e9e2a2a5eaef56e3f48931c84.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3RT68OGEPTZ8,50,13,12/8/2022 6:19,99.99,
6STJIWT70RFM,4G71IZAC0LVT,Visland Tea Kettle Food Grade Rust-proof Stainless Steel Multifunctional Coffee Teapot with Tea Strainer Mesh for Home,,,https://i5.walmartimages.com/asr/75975ca5-b893-40cd-a27e-885b97a4c779.3469f21b2c849525e7f658131a387348.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/4G71IZAC0LVT,51,13,12/8/2022 6:19,26.75,
2J4A0ZEKKPMS,PRD2J4A0ZEKKPMS,"Tea Kettle, Japanese Cast Iron Teapot with Stainless Steel Infuser, Cast Iron Tea Kettle Stovetop Safe",,,https://i5.walmartimages.com/asr/5b0e6a95-a42a-44d7-9fa1-5f1cca15217b.e925c7d2b9b341e3a26512a656a77651.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2J4A0ZEKKPMS,52,13,12/8/2022 6:19,61.13,
1D7RD46P3AIX,6DETLTJEJZDZ,Vonky 1L/1.5L/2L Polished Stainless Steel Teapot Tea Teapot with Lid Pot Coffee With Tea Leaf Filter Infuser,,,https://i5.walmartimages.com/asr/b9d8fd7f-9e36-4e50-b655-f37b5f4d7e8f.94e0fb43b8f71ad2ba143b9e442b75ad.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/6DETLTJEJZDZ,53,13,12/8/2022 6:19,40.57,
6UYF83G9CJ5V,PRD6UYF83G9CJ5V,"Teapot with Infuser for Loose Tea,Clear Glass Tea Kettle Pot with Lid,for Tea Coffee Lemonade and Ice Teapot,Copper Beads",,,https://i5.walmartimages.com/asr/0824eb76-5501-47c5-a52f-3efe73eaef7f.b247cde315f74bdef50e3289493625e4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6UYF83G9CJ5V,54,13,12/8/2022 6:19,147.58,
4G31SGJHJ8JR,PRD4G31SGJHJ8JR,Stainless Steel Heating Base Warm Tea Hot Tea Stove Candle Insulation Teapot 1 Piece Silver,,,https://i5.walmartimages.com/asr/5a578955-6d0a-4d92-a827-2ecb1a462c7c.7150708bb56ee537389aba0c245c35a9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4G31SGJHJ8JR,55,13,12/8/2022 6:19,31.36,
1DZ7QQIZJX0Y,4M50PNF07Q3S,XZNGL Alarm Clock Light Alarm Clock Heat Resistant Glass Teapot With Strainer Filter Infuser Tea Pot 350Ml,,,https://i5.walmartimages.com/asr/8e1f5b0a-36c3-4fc8-9695-525f7bcdfb9c_1.530f5ffc8f52ac56ecaed6754d68fc89.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/4M50PNF07Q3S,56,13,12/8/2022 6:19,3.4,
6MAJ5WRT862S,PRD6MAJ5WRT862S,Valatala Glass Teapot with Removable Stainless Steel Filter Tea Maker Blooming and Loose Leaf Tea Pots,,,https://i5.walmartimages.com/asr/f64bdd5b-58e0-4902-9602-4e335b8a8e1f.a7644964dd4791dacfc865a8b0dc3db5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6MAJ5WRT862S,57,13,12/8/2022 6:19,45.69,
4Z3W6UFCPW2S,PRD4Z3W6UFCPW2S,"Teapot with Infuser for Loose Tea,Clear Glass Tea Kettle Pot with Lid,for Tea Coffee Lemonade and Ice Teapot,Green",,,https://i5.walmartimages.com/asr/d47f1bc3-5973-43f0-8920-3afc63e9e2d8.c1d885081b537b8a688157182035886c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4Z3W6UFCPW2S,58,13,12/8/2022 6:19,151.18,
4T86Q17PR2V6,PRD4T86Q17PR2V6,Teapot Teapot with Wave Warmer Heat Resistant Glass Tea Cup (Set of 4 6) Fruit Tea,,,https://i5.walmartimages.com/asr/7512257b-5937-46f0-8704-e8de4ac4157c.33adf7d4fbe03b0e3d03778d6637aab7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4T86Q17PR2V6,59,13,12/8/2022 6:19,285.91,
3HS28PI1CQQS,PRD3HS28PI1CQQS,"1000ml Glass Teapot with Removable Infuser, Stovetop Safe Tea Kettle, Blooming and Loose Leaf Tea Maker Set",,,https://i5.walmartimages.com/asr/5bf87a1b-4ff1-442b-b512-24839f160a33.cc9f0c2dc6012e7f9d0ec8a998665cd2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3HS28PI1CQQS,1,13,12/8/2022 6:19,90.98,
4G1J62LJ7GSK,4BNIFC3AVIV9,Opolski Tea Kettle Food Grade Rust-proof Stainless Steel Multifunctional Coffee Teapot with Tea Strainer Mesh for Home,,,"https://i5.walmartimages.com/asr/90df097e-a121-40d3-ba8a-0b2056e0f1a7.49665ef94a4311c12fe249f91f51876f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/90df097e-a121-40d3-ba8a-0b2056e0f1a7.49665ef94a4311c12fe249f91f51876f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff",,tea,https://www.walmart.ca/en/ip/4BNIFC3AVIV9,2,13,12/8/2022 6:19,20.91,
4R79F2C08A9I,PRD4R79F2C08A9I,"Mighty Leaf Tea Organic Black Earl Grey Tea Blend, Retail Pack | 15UN/Unit, 6 Units/Case",,,https://i5.walmartimages.com/asr/607d943c-08a5-48e8-a27b-0b31b176b280.f7faca32dd5c59085e39fc3958455b7b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4R79F2C08A9I,3,13,12/8/2022 6:19,107.73,
2NN1DME4PX8W,3VPRCHF90JQO,1L/1.5L/2L Polished Stainless Steel Teapot Tea Stainless Steel Teapot; Pot Coffee With Tea Leaf Filter Infuser,,,https://i5.walmartimages.com/asr/b4b34777-347d-41aa-98ab-4c741501cb26_1.43994c370fabad04018ac4e8eb5b455e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/3VPRCHF90JQO,4,13,12/8/2022 6:19,38.45,
4I8TI8RC0W48,PRD4I8TI8RC0W48,"1000ml Glass Teapot with Removable Infuser, Stovetop Safe Tea Kettle, Blooming and Loose Leaf Tea Maker Set",,,https://i5.walmartimages.com/asr/5bf87a1b-4ff1-442b-b512-24839f160a33.cc9f0c2dc6012e7f9d0ec8a998665cd2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4I8TI8RC0W48,5,13,12/8/2022 6:19,63.32,
3RAHOWF8C4CI,PRD3RAHOWF8C4CI,Useful Kettle Large Capacity Glass Kettle Teapot Handmade for Juice and Iced Tea Beverage 1900Ml Tea Cup,,,https://i5.walmartimages.com/asr/e447886f-d2c2-452b-8bb4-5b53d6cf77e6.1dd402b414ab980474b852b87c16dfdb.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3RAHOWF8C4CI,6,13,12/8/2022 6:19,332.15,
3C3HVFOL2ZNB,PRD3C3HVFOL2ZNB,"Japanese Style Teapot Warmer Warming Tea, Coffee, Milk, Ceramic Tea Warmer Tealight Furnace for Porcelain/Metal/Glass/Iron Teapot",,,https://i5.walmartimages.com/asr/ea7d05a3-6585-4520-bcfd-ff014666cb3e.8a790302ef47c6f8f94425438aa137d7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3C3HVFOL2ZNB,7,13,12/8/2022 6:19,27.46,
591GVZL6TCK1,0ZXRDITF2HXB,1L/1.5L/2L Polished Stainless Steel Teapot Tea Pot Coffee With Stainless Steel Teapot; Tea Leaf Filter Infuser,,,https://i5.walmartimages.com/asr/e8203a12-afaa-402c-97eb-1cdd687ec22a_1.5372744cc34eb66c60414c9653f629cc.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/0ZXRDITF2HXB,8,13,12/8/2022 6:19,52.82,
1DZ7QQIZJX0Y,4M50PNF07Q3S,XZNGL Alarm Clock Light Alarm Clock Heat Resistant Glass Teapot With Strainer Filter Infuser Tea Pot 350Ml,,,https://i5.walmartimages.com/asr/8e1f5b0a-36c3-4fc8-9695-525f7bcdfb9c_1.530f5ffc8f52ac56ecaed6754d68fc89.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/4M50PNF07Q3S,9,13,12/8/2022 6:19,3.4,
6Z30Q1M8TXKY,PRD6Z30Q1M8TXKY,Timothy's Earl Grey Tea Recyclable,,,https://i5.walmartimages.com/asr/3f3373ee-f1d2-461d-8f87-2827fae31705.795861312760be5aa0014c84faecfa75.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6Z30Q1M8TXKY,10,13,12/8/2022 6:19,30.49,
2S9K9XEHNYKN,PRD2S9K9XEHNYKN,Glass Teapot Teapot Tea Brewing-C-Finydr,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2S9K9XEHNYKN,11,13,12/8/2022 6:19,82.06,
34CUDQFZ0TS1,PRD34CUDQFZ0TS1,Glass Teapot Teapot Tea Brewing-A-Lumana,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD34CUDQFZ0TS1,12,13,12/8/2022 6:19,63.28,
0ZUUVOAQGMED,PRD0ZUUVOAQGMED,Glass Teapot Teapot Tea Brewing-C-Blivrig,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD0ZUUVOAQGMED,13,13,12/8/2022 6:19,82.49,
3E7KK6R4G2NY,PRD3E7KK6R4G2NY,Glass Teapot Teapot Tea Brewing-C-yunbice0,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3E7KK6R4G2NY,14,13,12/8/2022 6:19,79.1,
4D4SMUJWR3H1,PRD4D4SMUJWR3H1,Typhoo Tea Decaffeinated - 80s,,,https://i5.walmartimages.com/asr/b1cb2afd-5a33-4e57-9398-e50859235e8e.7892eb9eb9fb765732763c4b0ee18523.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4D4SMUJWR3H1,15,13,12/8/2022 6:19,10.1,
5WB3RB585F5U,PRD5WB3RB585F5U,"ZC5HAOPorcelain Tea Mug with Infuser and Lid, 15 OZ and Porcelain Tea Pot with Stainless Steel Infuser, 27oz, Navy",,,https://i5.walmartimages.com/asr/0b59d0fe-6885-4ff0-a83d-f0db6b1147c0.ebe33f2a4164043a94ab7850bb78049b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5WB3RB585F5U,15,14,12/8/2022 6:19,71.89,
2KP9LMXAVDUP,PRD2KP9LMXAVDUP,"1000ml Glass Teapot with Removable Infuser, Stovetop Safe Tea Kettle, Blooming and Loose Leaf Tea Maker Set",,,https://i5.walmartimages.com/asr/5bf87a1b-4ff1-442b-b512-24839f160a33.cc9f0c2dc6012e7f9d0ec8a998665cd2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2KP9LMXAVDUP,16,14,12/8/2022 6:19,57.04,
6W5Q47MSAOBM,52OP0QZNKHH0,Stainless Steel Hot Water Filter Kettle Pot Tea Kettle Coffee Tea Pot 2 Size 1.5L,,,https://i5.walmartimages.com/asr/bed591eb-af82-489e-8fcd-9f08b1e0ddf2.905f65b2e7e925b03018dd1f1189e04a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/52OP0QZNKHH0,17,14,12/8/2022 6:19,22.62,
3V6QU36PBUCZ,1I0KADF4N6DC,1L/1.5L/2L Polished Stainless Steel Teapot Tea Pot Coffee With Stainless Steel Teapot With Tea Leaf Filter Infuser,,,https://i5.walmartimages.com/asr/8496882d-a21a-40ee-95da-9af43a8c6c95_1.d9d9510806391b0d30a90260752b520e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/1I0KADF4N6DC,18,14,12/8/2022 6:19,38.49,
3G1AER2CGUHE,PRD3G1AER2CGUHE,destyer Tea Infuser with Lid Stainless Steel Teapot Kettle Loose Leaf Fine Mesh Strainer Tea Filter,,,https://i5.walmartimages.com/asr/e4f4f874-8574-41f7-a847-7054e4eca2a6.8e8f6c1a008b86c4c8a402300539feed.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3G1AER2CGUHE,19,14,12/8/2022 6:19,18.31,
2M12VD7OEYCA,PRD2M12VD7OEYCA,"1000ml Glass Teapot with Removable Infuser, Stovetop Safe Tea Kettle, Blooming and Loose Leaf Tea Maker Set",,,https://i5.walmartimages.com/asr/7c8dea28-077f-4d1c-9c4e-67028bbe6a74.4988346e9e2a2a5eaef56e3f48931c84.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2M12VD7OEYCA,20,14,12/8/2022 6:19,56.53,
6U8UMZXPVWCK,PRD6U8UMZXPVWCK,"1000ml Glass Teapot with Removable Infuser, Stovetop Safe Tea Kettle, Blooming and Loose Leaf Tea Maker Set",,,https://i5.walmartimages.com/asr/5bf87a1b-4ff1-442b-b512-24839f160a33.cc9f0c2dc6012e7f9d0ec8a998665cd2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6U8UMZXPVWCK,21,14,12/8/2022 6:19,44.83,
3EOZ10DHBR2B,7GID7D4NYI5J,1L/1.5L/2L Polished Stainless Steel Teapot Tea Pot Coffee Kitchen Kettle With Tea Leaf Filter Infuser Xinxinyy,,,https://i5.walmartimages.com/asr/385e7b35-f01f-4653-bb9c-12af73ae5506.7e12d69e1761705947600080f94b1728.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/7GID7D4NYI5J,22,14,12/8/2022 6:19,28.02,
720LOTXA276U,PRD720LOTXA276U,Hirota Glass Tea Glass ?????,,,https://i5.walmartimages.com/asr/9acc779d-7775-445e-82d7-2f487db68935.ccfcbf03a7287bde3f8b6905588d9b89.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD720LOTXA276U,23,14,12/8/2022 6:19,29.99,
60YVCZPC2RR8,PRD60YVCZPC2RR8,Glass Teapot Teapot Tea Brewing-C-Dawht,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD60YVCZPC2RR8,24,14,12/8/2022 6:19,81.27,
15MDJUQNATAY,3B2MHX8P7XLW,Green Foods Matcha Green Tea,,,https://i5.walmartimages.com/asr/f863de19-4ef6-4e17-9577-34eda1ef65de.c7ca0e03bc8e5be3f3e0699e5b92ef18.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/3B2MHX8P7XLW,25,14,12/8/2022 6:19,30.99,
6HE7ABV6WVT3,PRD6HE7ABV6WVT3,Glass Teapot Teapot Tea Brewing-B-yunbice0,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6HE7ABV6WVT3,26,14,12/8/2022 6:19,69.24,
38148V2CC94O,PRD38148V2CC94O,Glass Teapot Teapot Tea Brewing-A-Sepeda,,,https://i5.walmartimages.com/asr/8db33bc0-8f74-4eee-b53a-7d5aacc8b39b.bf0829419f27b36be95e46adeaed68d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD38148V2CC94O,27,14,12/8/2022 6:19,57.39,
